1024	2048	1	216	178	3.01991
1024	2048	1	70	208	0.49589
1024	2048	1	240	364	0.29105
1024	2048	1	100	440	0.00000
1024	2048	2	214	70	0.00000
1024	2048	1	412	82	1.61425
1536	2048	2	40	28	0.00000
1024	2048	1	450	238	2.92147
1536	2048	1	6	332	0.00000
1536	2048	1	132	266	0.97154
1536	2048	1	222	148	0.00000
1536	2048	1	312	118	2.53453
1536	2048	2	464	20	0.00000
1536	2048	1	436	100	5.62091
1536	2048	2	506	176	0.00000
1536	2048	1	246	278	0.96525
1536	2048	1	372	234	1.05635
1536	2048	1	464	278	0.40765
1536	2048	1	394	368	5.31738
1536	2048	1	290	378	3.24647
1536	2048	2	222	424	0.00000
1536	2048	1	158	460	0.00000
1024	2048	1	490	496	4.05979
1024	2560	1	268	48	0.94677
1024	2560	1	102	124	3.94989
1024	2560	2	428	82	0.00000
1536	2048	1	330	482	3.65282
1536	2048	1	456	480	4.94168
1536	2560	2	492	36	0.00000
1536	2560	1	484	102	2.50657
1536	2560	1	386	136	2.31011
1536	2560	1	314	178	2.83771
1536	2560	1	224	100	5.44655
1536	2560	1	52	192	5.95672
1536	2560	1	158	226	2.06485
1024	2560	1	292	188	1.58824
1024	2560	1	70	290	0.55860
1024	2560	1	144	374	2.75160
1024	2560	2	176	294	0.00000
1024	2560	1	268	402	5.73863
1024	2560	1	344	344	3.80693
1024	2560	2	448	280	0.00000
1536	2560	1	444	220	1.39320
1536	2560	1	434	310	1.82922
1536	2560	1	438	364	1.64831
1536	2560	1	284	256	5.71525
1536	2560	2	344	352	0.00000
1536	2560	1	142	358	5.49412
1536	2560	1	48	366	5.23631
1536	2560	1	96	428	5.13328
1024	2560	1	448	440	3.81140
1024	2560	2	348	494	0.00000
1536	2560	2	18	494	0.00000
1536	2560	2	320	512	0.00000
1536	2560	2	496	512	0.00000
1536	2560	1	396	422	4.92429
1024	3072	1	102	132	1.81164
1024	3072	1	174	230	0.68261
1024	3072	1	212	66	0.00000
1024	3072	1	318	44	3.98109
1024	3072	1	272	336	0.25189
1024	3072	1	322	218	2.37152
1024	3072	1	412	146	5.38679
1024	3072	1	500	90	3.91430
1024	3072	1	392	352	3.42909
1024	3584	1	66	10	5.23479
1024	3072	1	18	248	3.76279
1536	3072	1	124	30	1.16380
1536	3072	1	94	116	0.63027
1536	3072	1	244	96	3.21774
1536	3072	1	34	202	1.65917
1536	3072	1	88	296	4.29038
1536	3072	1	8	424	0.73544
1536	3072	1	122	398	3.43829
1536	3072	1	354	126	0.00000
1536	3072	1	458	114	6.10333
1536	3072	1	328	20	1.64384
1536	3072	1	248	232	4.28048
1024	3072	1	226	460	1.55339
1536	3072	1	482	274	2.29452
1536	3072	1	316	322	1.13402
1536	3072	1	452	396	5.51200
1536	3072	1	342	456	2.86743
1536	3072	1	416	472	6.02077
1536	3072	1	240	494	6.24088
1024	3584	1	310	16	1.58468
1024	3072	1	396	476	2.32521
1536	3072	1	64	510	2.70186
1536	3584	1	440	134	0.00000
1024	3584	1	130	152	6.08712
1024	3584	1	18	168	4.09347
1024	3584	1	42	246	4.26986
1024	3584	1	34	352	4.33072
1024	3584	1	244	216	0.00000
1024	3584	1	170	308	0.45115
1024	3584	1	334	168	0.78303
1024	3584	1	474	164	0.32056
1024	3584	1	402	254	5.57228
1536	3584	1	82	116	4.94495
1536	3584	1	394	262	1.65076
1536	3072	1	178	508	6.05832
1536	3584	1	508	200	0.40895
1536	3584	1	94	210	4.69030
1536	3584	1	32	384	0.74160
1536	3584	1	194	388	0.00000
1024	3584	1	234	448	3.34007
1536	3584	1	408	390	5.44229
1536	3584	1	222	514	5.53928
1024	3584	1	34	480	5.45556
1024	3584	1	122	490	0.25571
1024	3072	2	24	394	0.00000
1024	3072	2	502	298	0.00000
1536	3072	2	208	356	0.00000
1536	3584	2	364	82	0.00000
1536	3584	2	244	264	0.00000
1024	3584	2	300	88	0.00000
2048	2048	1	130	100	1.98624
2048	2048	1	60	168	1.89379
2048	2048	1	168	58	2.98398
2048	2048	1	232	36	3.18042
2048	2048	1	298	58	3.53290
2048	2048	1	56	294	3.86208
2048	2048	1	184	216	0.55475
2048	2048	1	226	282	0.22474
2048	2048	1	420	122	1.58670
2560	2048	1	34	110	2.90806
2560	2048	1	226	116	0.00000
2560	2048	1	322	94	0.16388
2560	2048	1	444	50	0.78732
2048	2048	1	290	376	1.92526
2048	2048	1	466	258	0.99418
2560	2048	1	100	200	3.33057
2560	2048	1	192	248	0.83002
2560	2048	1	334	262	2.49603
2560	2048	1	410	370	0.46882
2560	2048	1	512	416	3.98632
2560	2048	1	38	308	4.11640
2048	2048	1	430	402	5.91763
2560	2048	1	50	408	3.36062
2048	2048	1	384	486	5.30816
2560	2048	1	316	504	2.90244
2560	2048	2	282	400	0.00000
2560	2560	1	194	52	5.41972
2048	2048	1	500	506	0.82742
2048	2560	1	14	14	4.96365
2048	2048	1	18	478	5.19426
2048	2560	1	106	96	4.48579
2048	2560	1	250	124	0.00000
2048	2560	1	318	50	2.83310
2048	2560	1	402	90	4.24015
2048	2560	2	318	198	0.00000
2560	2560	1	408	440	2.58478
2560	2560	1	502	414	0.00000
2560	2560	1	430	272	3.43980
2560	2560	1	490	130	3.46858
2560	2048	2	436	480	0.00000
2560	2560	1	178	474	1.40571
2560	2560	1	250	392	2.32673
2560	2560	1	48	498	5.37761
2560	2560	1	332	344	0.00000
2048	2560	1	74	206	0.85113
2560	2560	2	316	479	0.00000
2048	2560	1	72	410	5.68136
2560	2560	1	302	158	4.51793
2048	2560	1	276	340	5.41422
2048	2560	1	294	484	5.56871
2048	2560	1	428	478	0.74745
2560	2560	1	250	266	4.47023
2560	2560	1	140	148	2.15504
2560	2560	1	90	218	5.17411
2560	2560	1	116	330	4.22562
2048	2560	2	446	316	0.00000
2560	2560	2	8	326	0.00000
2048	2560	2	78	308	0.00000
2048	2560	2	197	413	0.00000
2048	2560	2	319	413	0.00000
2048	2560	2	176	370	0.00000
2048	2560	2	178	170	0.00000
2560	2048	2	216	458	0.00000
2048	2560	1	18	504	5.71881
3072	2048	1	32	394	4.35357
3072	2560	1	138	136	1.36594
3072	2560	1	224	512	3.20479
3072	2560	1	84	236	4.47949
3072	2560	1	456	354	0.00000
3072	2560	1	376	284	3.33449
3072	2560	1	8	446	0.00000
3072	2560	1	264	394	2.83871
3072	2560	1	338	436	0.00000
3072	2560	1	152	304	0.56068
3072	2560	1	68	446	3.25916
3072	2560	2	164	399	0.00000
3072	2560	2	448	133	0.00000
3072	2560	2	466	193	0.00000
3584	2560	1	56	484	2.31636
3584	2560	1	144	390	0.17322
3584	2560	1	168	512	3.58824
3584	2560	1	40	306	1.39806
3584	2560	1	296	128	2.56866
3584	2560	1	486	456	6.09030
3584	2560	1	348	214	3.77212
3584	2560	1	488	332	2.53687
3584	2560	1	512	284	2.44924
3584	2560	1	404	376	5.83070
3584	2560	1	428	234	3.73896
3584	2560	1	300	492	4.19242
3584	2560	1	280	438	3.93962
3584	2560	1	252	334	4.69096
3584	2560	2	446	496	0.00000
3584	2560	1	4	216	3.29839
3584	2560	1	144	256	5.43424
3584	2560	1	80	156	5.63331
3072	2560	1	268	152	3.14159
3072	2560	1	348	148	0.34808
3584	2560	1	198	128	2.18250
3584	2560	1	210	238	2.48174
3072	2560	1	330	44	3.53907
3072	2560	1	464	76	5.29334
3072	2048	1	92	512	3.62096
3584	2560	1	420	88	5.30589
3584	2560	1	282	24	4.99403
3584	2560	1	48	36	4.98849
3584	2048	1	176	494	3.63112
3072	2048	1	498	458	2.38531
3584	2048	1	232	0	0.00000
3584	2048	1	88	440	5.95044
3584	2048	1	198	264	4.99576
3072	2048	1	426	478	3.02170
3584	2048	1	312	400	4.37776
3584	2048	1	472	506	5.71907
3072	2048	1	216	448	5.07239
3584	2048	1	28	306	1.40406
3584	2048	1	342	318	1.82586
3584	2048	1	352	222	5.79969
3584	2048	1	456	328	0.00000
3584	2048	1	180	352	5.22070
3072	2048	1	400	138	1.97433
3584	2048	1	334	466	5.18553
3584	2048	1	468	76	0.26681
3584	2048	2	396	114	0.00000
3584	2048	1	226	164	1.46057
3072	2048	1	66	0	0.80681
3072	2560	2	156	65	0.00000
3072	2560	2	254	37	0.00000
3584	2048	1	76	196	0.74048
3584	2048	1	238	100	4.46255
3072	2048	1	508	66	4.64978
3584	2048	1	48	0	1.18752
3072	2048	1	102	100	0.40697
3072	2048	1	150	70	0.25316
3072	2048	1	234	50	5.68798
3072	2048	1	176	222	5.24287
3072	2048	1	378	30	5.99168
3072	3072	1	376	314	5.05021
3072	3072	1	340	490	0.71013
3072	3072	1	300	414	1.11280
3072	3072	1	106	238	2.66917
3584	3584	1	222	98	2.99603
3072	3072	1	234	208	0.61395
3584	3072	1	22	90	0.34302
3072	3584	1	266	266	0.00000
3072	3584	1	468	388	3.29366
3072	3072	1	200	324	1.61622
3584	3072	1	286	430	2.40443
3584	3072	1	120	452	2.72981
3584	3072	1	224	110	0.00000
3584	3072	1	292	174	6.19387
3072	3072	1	476	232	2.88652
3072	3072	2	414	244	0.00000
3072	3072	1	332	218	1.01501
3072	3072	1	220	68	3.28636
3072	3072	1	112	404	3.05776
3584	3072	1	468	184	0.26985
3584	3072	1	82	158	3.97099
3072	3072	1	406	80	5.88302
3072	3072	1	290	94	3.12045
3072	3072	1	144	150	5.83375
3072	3072	1	94	48	0.78005
3072	3584	1	64	62	3.90374
3072	3072	1	224	474	5.67538
3072	3072	1	474	384	4.15306
