1024	2048	1	56	186	0.00000
1024	2048	1	230	194	3.03203
1024	2048	1	434	84	1.40942
1024	2048	1	238	366	0.51714
1024	2048	1	90	456	0.08364
1024	2560	1	64	298	0.63118
1024	2560	1	136	386	5.67566
1536	2560	1	48	198	0.00000
1024	2560	1	252	370	6.01479
1536	2560	1	334	186	2.67174
1536	2560	1	78	434	5.27534
1536	2560	1	132	350	5.77149
1536	2560	1	268	254	6.09846
1536	2048	1	150	428	0.42594
1536	2048	1	130	260	1.28948
1536	2048	1	12	316	0.00000
1536	2048	1	268	266	0.53534
1536	2048	1	382	210	0.73863
1024	2560	1	242	46	1.00171
1024	2048	1	484	490	3.97216
1536	2048	1	424	378	5.08446
1536	2560	1	372	432	1.96689
1536	2560	1	426	378	4.64623
1536	2560	1	168	78	0.00000
1536	2560	1	162	66	0.00000
1024	2048	1	438	232	3.07190
1536	2048	1	226	132	0.00000
1024	2048	2	212	78	0.00000
1536	2048	1	32	0	0.00000
1536	2048	1	306	112	2.59635
1536	2048	1	440	102	5.28563
1536	2048	2	490	130	0.00000
1536	2048	1	512	202	1.36137
1536	2048	1	462	270	0.31355
1536	2048	1	220	396	0.38703
1536	2048	1	280	378	3.21541
1536	2048	1	318	482	4.13985
1536	2048	1	450	472	4.67744
1536	2560	1	494	46	4.82346
1536	2560	1	488	104	2.05032
1536	2560	1	402	158	2.14132
1024	2560	1	110	134	4.05998
1024	2560	2	432	84	0.00000
1024	2560	1	272	194	1.62629
1024	2560	1	416	344	3.52178
1536	2560	1	474	240	1.45358
1536	2560	1	442	300	1.86314
1536	2560	1	330	328	3.69735
1536	2048	2	510	70	0.00000
1024	2560	1	470	438	3.93767
1024	2560	1	336	348	3.82357
1024	2560	2	190	276	0.00000
1024	2560	1	104	512	1.92420
1536	2560	1	36	506	1.37858
1536	2560	1	338	504	1.61779
1024	2048	2	252	10	0.00000
1536	2560	1	162	222	1.99063
1536	2560	1	512	488	5.24721
1024	2560	1	0	190	1.29595
1024	3072	1	260	336	0.00000
1536	3584	1	232	2	0.00000
1536	3584	1	460	168	0.09983
1024	3584	1	252	228	6.03983
1024	3584	1	414	256	5.91885
1024	3584	1	316	6	1.48948
1024	3072	1	230	456	1.49097
1024	3072	1	402	492	2.03736
1024	3072	1	384	366	0.68161
1024	3072	1	508	444	0.64350
1024	3072	1	82	510	5.24587
1024	3584	1	340	146	0.98279
1024	3072	1	186	224	0.70863
1024	3072	1	104	124	1.62647
1536	3072	1	116	400	0.70226
1024	3584	1	456	166	0.00000
1536	3584	1	80	104	4.50537
1024	3584	1	118	166	0.00000
1536	3584	1	420	4	0.00000
1536	3072	1	324	456	2.99730
1536	3072	1	398	380	5.09605
1024	3072	1	340	236	2.25219
1536	3072	1	100	318	4.42188
1536	3072	1	46	210	1.67753
1536	3072	1	354	136	0.62106
1536	3072	1	252	224	4.39064
1536	3072	1	282	290	1.29641
1536	3584	1	200	400	0.00000
1024	3072	1	218	62	0.00000
1024	3072	1	312	60	0.51392
1536	3072	1	242	90	3.26482
1536	3072	1	56	118	0.84150
1024	3072	1	508	84	3.63894
1024	3584	1	8	166	4.29169
1024	3584	1	48	254	4.23773
1536	3072	1	510	492	5.74277
1536	3584	1	4	414	1.07456
1536	3584	1	404	392	5.40996
1536	3072	1	444	92	0.00000
1024	3584	1	228	432	3.64522
1024	3584	1	172	306	0.36581
1536	3584	1	398	272	1.89255
1536	3584	1	64	234	4.11234
1536	3072	1	128	44	1.00041
